S.No.,Acc.No.,Title,Author,Publiser/Year,Bill No,Date,Titles,Vol,Branch,Cost,Remarks,Publisher/Year
,32716,Electrical Power Distribution & Automation,S Sivanagaraju,: Dhanpat Rai,,,,,,,,
,32717,Electrical Power Distribution & Automation,S Sivanagaraju,: Dhanpat Rai,,,,,,,,
,32718,Electrical Power Distribution & Automation,S Sivanagaraju,: Dhanpat Rai,,,,,,,,
,32719,Electrical Power Distribution & Automation,S Sivanagaraju,: Dhanpat Rai,,,,,,,,
,32720,Operations Research,JK Sharma,: Laxmi,13062,28/05/2016,T,39.0,MBA,650,,
,32721,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32722,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32723,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32724,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32725,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32726,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32727,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32728,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32729,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32730,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32731,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32732,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32733,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32734,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32735,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32736,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32737,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32738,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32739,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32740,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32741,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32742,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32743,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32744,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32745,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32746,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32747,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32748,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32749,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32750,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32751,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32752,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32753,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32754,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32755,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32756,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32757,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32758,Operations Research,JK Sharma,: Laxmi,,,,,,,,
,32759,Cad Laboratory,MN Shesha Prakash,: Laxmi,13062,28/05/2016,T,5.0,M.Tech,160,,
,32760,Cad Laboratory,MN Shesha Prakash,: Laxmi,,,,,,,,
,32761,Cad Laboratory,MN Shesha Prakash,: Laxmi,,,,,,,,
,32762,Cad Laboratory,MN Shesha Prakash,: Laxmi,,,,,,,,
,32763,Cad Laboratory,MN Shesha Prakash,: Laxmi,,,,,,,,
,32764,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,13062,28/05/2016,T,20.0,M.Tech,650,,
,32765,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32766,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32767,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32768,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32769,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32770,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32771,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32772,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32773,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32774,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32775,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32776,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32777,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32778,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32779,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32780,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32781,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32782,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32783,Text Book of Fluid Mechanics & Hydraulic Machines,Bansal,: Laxmi,,,,,,,,
,32784,Text Book of Theory of Machines,Bansal,: Laxmi,13062,28/05/2016,T,20.0,M.Tech,950,,
,32785,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32786,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32787,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32788,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32789,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32790,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32791,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32792,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32793,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32794,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32795,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32796,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32797,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32798,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32799,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32800,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32801,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32802,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32803,Text Book of Theory of Machines,Bansal,: Laxmi,,,,,,,,
,32804,Strength of Materials,Bansal,: Laxmi,13062,28/05/2016,T,20.0,B.Tech,750,,
,32805,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32806,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32807,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32808,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32809,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32810,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32811,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32812,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32813,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32814,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32815,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32816,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32817,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32818,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32819,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32820,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32821,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32822,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32823,Strength of Materials,Bansal,: Laxmi,,,,,,,,
,32824,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,13062,28/05/2016,T,34.0,B.Tech,795,,
,32825,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32826,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32827,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32828,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32829,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32830,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32831,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32832,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32833,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32834,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32835,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32836,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32837,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32838,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32839,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32840,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32841,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32842,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32843,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32844,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32845,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32846,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32847,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32848,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32849,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32850,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32851,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32852,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32853,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32854,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32855,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32856,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32857,Irrigation & Water Power Engineering,BC Punmia,: Laxmi,,,,,,,,
,32858,Utilisation of Electrical Power,Rajput,: Laxmi,13062,28/05/2016,T,10.0,B.Tech,575,,
,32859,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32860,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32861,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32862,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32863,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32864,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32865,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32866,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32867,Utilisation of Electrical Power,Rajput,: Laxmi,,,,,,,,
,32868,Text Book of Power Plant Engineering,Rajput,: Laxmi,13062,28/05/2016,T,10.0,B.Tech,850,,
,32869,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32870,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32871,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32872,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32873,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32874,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32875,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32876,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32877,Text Book of Power Plant Engineering,Rajput,: Laxmi,,,,,,,,
,32878,Thermal Engineering,Rajput,: Laxmi,13062,28/05/2016,T,20.0,B.Tech,850,,
,32879,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32880,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32881,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32882,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32883,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32884,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32885,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32886,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32887,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32888,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32889,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32890,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32891,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32892,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32893,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32894,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32895,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32896,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32897,Thermal Engineering,Rajput,: Laxmi,,,,,,,,
,32898,Performance Management,Chadha,-,13062,28/05/2016,T,4.0,MBA,475,,
,32899,Performance Management,Chadha,-,,,,,,,,
,32900,Performance Management,Chadha,-,,,,,,,,
,32901,Performance Management,Chadha,-,,,,,,,,
,32902,Analog Communication systems,Sanjay Sharma,: SK Kateria,13062,28/05/2016,T,10.0,M.Tech,395,,
,32903,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32904,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32905,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32906,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32907,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32908,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32909,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32910,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32911,Analog Communication systems,Sanjay Sharma,: SK Kateria,,,,,,,,
,32912,Power Plant Engineering,PC Sharma,: SK Kateria,13062,28/05/2016,T,30.0,B.Tech,395,,
,32913,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32914,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32915,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32916,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32917,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32918,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32919,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32920,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32921,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32922,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32923,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32924,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32925,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32926,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32927,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32928,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32929,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32930,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32931,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32932,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32933,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32934,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32935,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32936,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32937,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32938,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32939,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32940,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32941,Power Plant Engineering,PC Sharma,: SK Kateria,,,,,,,,
,32942,Signals & Systems,Sharma,: SK Kateria,13062,28/05/2016,T,5.0,B.Tech,495,,
,32943,Signals & Systems,Sharma,: SK Kateria,,,,,,,,
,32944,Signals & Systems,Sharma,: SK Kateria,,,,,,,,
,32945,Signals & Systems,Sharma,: SK Kateria,,,,,,,,
,32946,Signals & Systems,Sharma,: SK Kateria,,,,,,,,
,32947,Object Oriented Programming With C++,Balaguruswamy,: Mc Grew Hill,13214,11/8/2016,T,5.0,B.Tech,385,,
,32948,Object Oriented Programming With C++,Balaguruswamy,: Mc Grew Hill,,,,,,,,
,32949,Object Oriented Programming With C++,Balaguruswamy,: Mc Grew Hill,,,,,,,,
,32950,Object Oriented Programming With C++,Balaguruswamy,: Mc Grew Hill,,,,,,,,
,32951,Object Oriented Programming With C++,Balaguruswamy,: Mc Grew Hill,,,,,,,,
,32952,Introduction to Geographic Information Systems,Kang-Tsung Chang,: Mc Grew Hill,13214,11/8/2016,T,1.0,M.Tech,750,,
,32953,Computer Networks,Forouzan,: Mc-Grew Hill,13214,11/8/2016,T,13.0,B.Tech,675,,
,32954,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32955,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32956,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32957,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32958,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32959,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32960,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32961,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32962,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32963,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32964,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32965,Computer Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32966,Data Communication & Networks,Forouzan,: Mc-Grew Hill,13214,11/8/2016,T,27.0,B.Tech,675,,
,32967,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32968,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32969,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32970,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32971,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32972,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32973,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32974,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32975,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32976,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32977,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32978,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32979,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32980,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32981,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32982,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32983,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32984,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32985,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32986,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32987,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32988,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32989,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32990,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32991,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32992,Data Communication & Networks,Forouzan,: Mc-Grew Hill,,,,,,,,
,32993,Concrete Technology,ML Gambhir,: Mc-Grew Hill,13214,11/8/2016,T,5.0,B.Tech,625,,
,32994,Concrete Technology,ML Gambhir,: Mc-Grew Hill,,,,,,,,
,32995,Concrete Technology,ML Gambhir,: Mc-Grew Hill,,,,,,,,
,32996,Concrete Technology,ML Gambhir,: Mc-Grew Hill,,,,,,,,
,32997,Concrete Technology,ML Gambhir,: Mc-Grew Hill,,,,,,,,
,32998,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",13214,11/8/2016,T,19.0,MBA,935,,
,32999,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33000,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33001,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33002,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33003,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33004,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33005,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33006,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33007,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33008,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33009,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33010,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33011,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33012,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33013,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33014,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33015,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33016,Intellectual Property Right,Ganguli,": Mc-Graw, 2015",,,,,,,,
,33017,J2ME: The Complete Reference,Keogh,-,13214,11/8/2016,T,10.0,M.Tech,755,,
,33018,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33019,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33020,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33021,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33022,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33023,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33024,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33025,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33026,J2ME: The Complete Reference,Keogh,-,,,,,,,,
,33027,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,13214,11/8/2016,T,22.0,B.Tech,599,,
,33028,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33029,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33030,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33031,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33032,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33033,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33034,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33035,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33036,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33037,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33038,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33039,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33040,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33041,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33042,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33043,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33044,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33045,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33046,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33047,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33048,Mobile Communication Engineering,WC Lee,: Mc-Grew Hill,,,,,,,,
,33049,Digital Signal Processing,SK Mitra,: Mc-Grew Hill,13214,11/8/2016,T,5.0,M.Tech,799,,
,33050,Digital Signal Processing,SK Mitra,: Mc-Grew Hill,,,,,,,,
,33051,Digital Signal Processing,SK Mitra,: Mc-Grew Hill,,,,,,,,
,33052,Digital Signal Processing,SK Mitra,: Mc-Grew Hill,,,,,,,,
,33053,Digital Signal Processing,SK Mitra,: Mc-Grew Hill,,,,,,,,
,33054,Moder Machining Processes,PC Pandey,: Mc-Grew Hill,13214,11/8/2016,T,1.0,B.Tech,399,,
,33055,Software Engineering,RS Pressman,: Mc-Grew Hill,13214,11/8/2016,T,40.0,M.Tech,795,,
,33056,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33057,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33058,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33059,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33060,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33061,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33062,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33063,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33064,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33065,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33066,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33067,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33068,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33069,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
,33070,Software Engineering,RS Pressman,: Mc-Grew Hill,,,,,,,,
